,lat,lng,block,street_name,postal
121,1.305564229,103.7592759,10,PANDAN CRES,128466
122,1.312138072,103.6934439,10,PIONEER CRES,628566
123,1.273493816,103.8333561,10,RAEBURN PK,88702
124,1.316661921,103.9421576,10,RIVIERA DR,467222
125,1.288501609,103.7795434,10,SCIENCE PK RD,117684
126,1.306104348,103.9060813,10,SEA AVE,424227
127,1.325808254,103.8125169,10,SHELFORD RD,288353
128,1.303245689,103.6843987,10,SHIPYARD CRES,627814
129,1.397338704,103.8204766,10,SPRINGLEAF VIEW,787916
130,1.402784344,103.8189702,10,SPRINGSIDE AVE,787006
131,1.308214116,103.9069585,10,STANGEE PL,424073
132,1.329498557,103.7684498,10,SUNSET VALE,597236
133,1.311261187,103.7990667,10,TAMAN WARNA,276347
134,1.377025111,103.9212682,10,TAMPINES INDUSTRIAL DR,528529
135,1.304484056,103.7385811,10,TG PENJURU,609037
136,1.324239175,103.7416278,10,TEBAN GDNS CRES,608923
137,1.313924643,103.9013208,10,TEMBELING LANE,423483
138,1.362022139,103.8796193,10,TEOW HOCK AVE,545697
139,1.336515314,103.7511843,10,TOH GUAN RD EAST,608597
140,1.323607138,103.6571605,10,TUAS DR 2,638645
141,1.33555153,103.6445896,10,TUAS WEST RD,638377
142,1.324775725,103.7157636,10,TUKANG INNOVATION DR,618302
143,1.333793606,103.8821676,10,UPP ALJUNIED LINK,367904
144,1.30334023,103.8956309,10,WILKINSON RD,436665
145,1.452748387,103.8040326,10,WOODLANDS WALK,738396
146,1.339213528,103.6912341,10,YUNNAN WALK 2,638141
147,1.364083567,103.772345,100,DAIRY FARM RD,679057
148,1.336055209,103.8003559,100,ENG NEO AVE,289561
149,1.275429657,103.7957637,100,PASIR PANJANG RD,118518
150,1.307771452,103.8558456,100,ROWELL RD,208024
151,1.337133627,103.7709905,100,TOH YI DR,596556
152,1.284912899,103.8127943,1001,JLN BT MERAH,159455
153,1.284180873,103.8125994,1002,JLN BT MERAH,159456
154,1.283477238,103.8137181,1003,BT MERAH CTRL,159836
155,1.343613823,103.8469171,1004,TOA PAYOH NTH,318995
156,1.362542765,103.8872334,1005B,UPP SERANGOON RD,534743
157,1.343014497,103.8459721,1008,TOA PAYOH NTH,318996
158,1.311676524,103.8918265,100A,LIM AH WOO RD,438145
159,1.337111807,103.7712676,100B,TOH YI DR,596558
160,1.375347643,104.0032182,101,ALPS AVE,498793
161,1.389381445,103.8402314,101,COUNTRYSIDE RD,789836
162,1.305729607,103.9042439,101,EAST COAST RD,428796
163,1.317249952,103.805979,101,EMPRESS RD,268867
164,1.315078572,103.9136303,101,JOO CHIAT WALK,427159
165,1.322388724,103.6467198,101,PIONEER RD,639581
166,1.325811039,103.6920189,101,SECOND LOK YANG RD,628172
167,1.386533152,103.8725758,101,SELETAR HILLS DR,807117
168,1.313659902,103.928804,101,UPP EAST COAST RD,455239
169,1.322808416,103.6462804,101A,PIONEER RD,639606
170,1.307514022,103.8373229,102,CAIRNHILL RD,229695
171,1.321624806,103.7970296,102,CORONATION RD WEST,269326
172,1.336046954,103.8001056,102,ENG NEO AVE,289563
173,1.307354779,103.9009762,102,MARSHALL RD,424897
174,1.326096181,103.7022978,102,NEYTHAL RD,628590
175,1.313905284,103.8981288,102,ONAN RD,424520
176,1.318279341,103.8497271,102,SHREWSBURY RD,307851
177,1.430618304,103.828763,102,YISHUN AVE 5,760102
178,1.345658942,103.7713736,102,YUK TONG AVE,596409
179,1.336069305,103.8931655,1026,TAI SENG AVE,534413
180,1.311480646,103.8995773,103,CARPMAEL RD,429837
181,1.311031982,103.9041674,103,EVERITT RD,428629
182,1.310778048,103.8014864,103,HOLLAND RD,278546
183,1.317072387,103.9130549,103,LOR H TELOK KURAU,426126
184,1.339394475,103.6914653,103,YUNNAN CRES,638314
185,1.398255318,103.904754,103A,EDGEFIELD PLAINS,821103
186,1.397731275,103.9046854,103B,EDGEFIELD PLAINS,822103
187,1.275829178,103.8251353,103C,BT TERESA RD,99756
188,1.397266608,103.9045384,103C,EDGEFIELD PLAINS,823103
189,1.349779855,103.8326958,104,TAMAN PERMATA,575227
190,1.316783256,103.84486,104,THOMSON RD,307592
191,1.396805705,103.9050542,104A,EDGEFIELD PLAINS,821104
192,1.396608862,103.9053038,104B,EDGEFIELD PLAINS,822104
193,1.323662386,103.7936874,105,JLN HAJI ALIAS,268580
194,1.290734193,103.7983644,105,JLN HANG JEBAT,139526
195,1.317082815,103.9131671,105,LOR H TELOK KURAU,426129
196,1.327085404,103.7658635,105,SUNSET WAY,597137
197,1.348069353,103.8859483,105,TAI KENG GDNS,535386
198,1.337324811,103.6912922,105,YUNNAN DR 3,637973
199,1.36472762,103.9747393,1055,UPP CHANGI RD NTH,507684
200,1.396941332,103.9057295,105A,EDGEFIELD PLAINS,821105
201,1.397206464,103.9060023,105B,EDGEFIELD PLAINS,822105
202,1.397672035,103.9055988,105C,EDGEFIELD PLAINS,823105
203,1.327138404,103.7651867,105C,SUNSET WAY,597140
204,1.397175309,103.9052296,105D,EDGEFIELD PLAINS,824105
205,1.303617728,103.8886788,106,BRANKSOME RD,439626
206,1.238961766,103.833709,106,COVE DR,98144
207,1.406191879,103.8240454,106,SPRINGSIDE VIEW,786141
208,1.350625072,103.8839154,106K,AH SOO WALK,536736
209,1.350731227,103.8839208,106L,AH SOO WALK,536737
210,1.315113471,103.9138231,107,JOO CHIAT WALK,427165
211,1.313189935,103.8433092,107,KG JAVA RD,228873
212,1.337380924,103.6912483,107,YUNNAN DR 3,637974
213,1.397198794,103.9068258,107A,EDGEFIELD PLAINS,821107
214,1.396837235,103.9072482,107B,EDGEFIELD PLAINS,822107
215,1.396621521,103.9076007,107C,EDGEFIELD PLAINS,823107
216,1.359642464,103.8803053,107C,HIGHLAND RD,549184
217,1.396238035,103.9080073,107D,EDGEFIELD PLAINS,824107
218,1.359995176,103.8800004,107J,HIGHLAND RD,545059
219,1.302851299,103.8884138,108,ARTHUR RD,439813
220,1.311960079,103.9135358,108,LOR L TELOK KURAU,425543
221,1.279548447,103.848971,108,ROBINSON RD,68900
222,1.404063002,103.8218448,108,SPRINGSIDE AVE,786498
223,1.3169186,103.8448144,108,THOMSON RD,307595
224,1.432323551,103.829072,108,YISHUN RING RD,760108
225,1.456531124,103.8354999,1080,SEMBAWANG RD,758514
226,1.347003767,103.7461704,109,BT BATOK WEST AVE 6,650109
227,1.298035984,103.838851,109,KILLINEY RD,239548
228,1.313563712,103.8529205,109,OWEN RD,218916
229,1.280024644,103.8213893,1090,LOWER DELTA RD,169201
230,1.280856427,103.8222007,1092,LOWER DELTA RD,169203
231,1.281651072,103.82248,1093,LOWER DELTA RD,169204
232,1.360126573,103.8804003,109C,HIGHLAND RD,544922
233,1.305987463,103.9075635,10A,CHAPEL RD,429517
234,1.311123149,103.9181708,10A,COLDSTREAM AVE,459624
235,1.34483649,103.8720879,10A,EDEN GROVE,539062
236,1.313459032,103.8334917,10A,GOODWOOD HILL,258909
237,1.437581121,103.8272925,10A,JLN HIKAYAT,769888
238,1.322189666,103.9471157,10A,JLN LIMAU BALI,468481
239,1.358974549,103.8780337,10A,JANSEN RD,548393
240,1.360330863,103.882832,10A,KOVAN RD,548037
241,1.311087679,103.9084295,10A,LOR L TELOK KURAU,425429
242,1.31547116,103.7854734,10A,MOUNT SINAI LANE,277002
243,1.344736023,103.8614535,10A,MUSWELL HILL,358428
244,1.318367827,103.826383,10A,ROBIN CL,258290
245,1.325827815,103.8642351,10A,ST. MICHAEL'S RD,327953
246,1.359441875,103.8819361,10B,FLOWER RD,549394
247,1.329331357,103.9074533,10B,JLN RIMAU,418707
248,1.36464196,103.8778044,10B,PARRY AVE,547237
249,1.308650929,103.922836,10C,EAST COAST AVE,459183
250,1.305306489,103.7654547,10C,JUBILEE RD,128539
251,1.323977026,103.9126258,10C,LENGKONG TIGA,417416
252,1.337782888,103.8198085,10C,LORNIE RD,298731
253,1.367942749,103.8825706,10D,ROBEY CRES,546278
254,1.31452664,103.9288185,10E,JLN ULU SIGLAP,457139
255,1.337732246,103.7650888,10E,TOH TUCK CRES,596921
256,1.360564746,103.8825666,10F,KOVAN RD,548042
257,1.361611625,103.8750832,10F,LEITH RD,547890
258,1.359678514,103.8816725,10H,FLOWER RD,549400
259,1.302120839,103.9034923,10P,EAST COAST RD,428721
260,1.320489668,103.7935563,11,ASTRID HILL,269935
261,1.295399803,103.8552166,11,BEACH RD,189675
262,1.305155836,103.8947887,11,BOSCOMBE RD,439751
263,1.320697965,103.8389546,11,BT TUNGGAL RD,309725
264,1.328037317,103.8149203,11,CAMDEN PK,299802
265,1.326911375,103.9248839,11,CHAI CHEE RD,460011
266,1.328726044,103.9663887,11,CHANGI STH ST 3,486122
267,1.360692956,103.8670733,11,CHUAN LINK,554781
268,1.318793456,103.8135456,11,CLUNY PK,259621
269,1.32312189,103.8092955,11,CORONATION WALK,269216
270,1.388616563,103.8399942,11,COUNTRYSIDE PL,789882
271,1.246598575,103.8383448,11,COVE DR,98497
272,1.360385089,103.8757572,11,DIX RD,549694
273,1.322506593,103.8120336,11,DUKE'S RD,268893
274,1.310071447,103.907024,11,DUKU LANE,429312
275,1.323759666,103.957006,11,EASTWOOD WAY,486124
276,1.357937848,103.8777261,11,EE TEOW LENG RD,549628
277,1.333732581,103.7173944,11,FOURTH CHIN BEE RD,619702
278,1.308569732,103.8995545,11,HAIG AVE,438866
279,1.309214206,103.8988558,11,HAIG LANE,438815
280,1.316021907,103.9155717,11,HARTLEY GROVE,457880
281,1.337904613,103.9549627,11,HARVEY AVE,489482
282,1.461036822,103.8390067,11,INGGU RD,757212
283,1.329722362,103.9495517,11,JLN CHEMPAKA PUTEH,489007
284,1.345694522,103.8697783,11,JLN LATEH,359109
285,1.313774091,103.9366591,11,JLN POKOK SERUNAI,468148
286,1.329621773,103.9072579,11,JLN PUNAI,418784
287,1.33622986,103.7893658,11,JLN SENANDONG,288762
288,1.319499928,103.8499006,11,JLN TAN TOCK SENG,308433
289,1.35867227,103.8778175,11,JANSEN RD,548396
290,1.315343054,103.8683213,11,KALLANG PL,339155
291,1.320062265,103.9500592,11,KEW WALK,466003
292,1.310497327,103.8225862,11,LADY HILL RD,258678
293,1.36365104,103.8874589,11,LIM AH PIN RD,547825
294,1.443073646,103.7217233,11,LIM CHU KANG LANE 6F,718865
295,1.313706897,103.8885063,11,LOR 36 GEYLANG,398146
296,1.310839331,103.8761096,11,LOR 4 GEYLANG,399268
297,1.319355991,103.9114835,11,LOR MYDIN,416810
298,1.373275766,103.9708345,11,LOYANG WAY,508723
299,1.312190512,103.8422894,11,MAKEPEACE RD,228636
300,1.324887186,103.8337531,11,MALCOLM RD,308254
301,1.322198814,103.8357137,11,MOUNT ROSIE RD,308047
302,1.304832586,103.9008636,11,MUGLISTON RD,437708
303,1.385392414,103.8670485,11,NERAM CRES,807817
304,1.30150489,103.7584763,11,PANDAN CRES,128467
305,1.301464966,103.7530591,11,PANDAN RD,609259
306,1.313630167,103.8931612,11,PEBBLE LANE,437560
307,1.320297475,103.7006977,11,PIONEER TURN,627575
308,1.359026786,103.8734514,11,PLANTATION AVE,556391
309,1.301714761,103.8889653,11,RINGWOOD RD,437407
310,1.310155277,103.8931534,11,ROSE LANE,437371
311,1.361753465,103.8776132,11,ROSYTH AVE,546239
312,1.361973361,103.8779695,11,SANDILANDS RD,546074
313,1.306063073,103.9070479,11,SEA AVE,424228
314,1.337277524,103.9532552,11,SEA BREEZE GROVE,487511
315,1.328234457,103.7995336,11,SECOND AVE,266661
316,1.332077828,103.7137363,11,SECOND CHIN BEE RD,618777
317,1.338330231,103.7858762,11,SIAN TUAN AVE,588282
318,1.326690532,103.6836224,11,SIXTH LOK YANG RD,628109
319,1.344330074,103.8697026,11,SOMMERVILLE RD,358233
320,1.404142129,103.8196888,11,SPRINGSIDE DR,786970
321,1.33923286,103.9590792,11,SUNBIRD AVE,487335
322,1.356334661,103.9408934,11,TAMPINES CONCOURSE,528729
323,1.362170645,103.8799207,11,TEOW HOCK AVE,545698
324,1.328365155,103.7985646,11,THIRD AVE,266584
325,1.281080257,103.8357365,11,THIRD HOSPITAL AVE,168751
326,1.342731718,103.884159,11,THRIFT DR,535020
327,1.316505803,103.6366487,11,TUAS STH AVE 5,637361
328,1.289604525,103.6304847,11,TUAS VIEW CRES,637643
329,1.303321969,103.848641,11,UPP WILKIE RD,228120
330,1.346252751,103.8706941,11,WOLSKEL RD,357962
331,1.291487202,103.819827,110,ALEXANDRA RD,159921
332,1.320942076,103.9496887,110,KEW DR,466096
333,1.410751739,103.8677989,110,SELETAR AEROSPACE VIEW,797562
334,1.319583452,103.9406904,110,SENNETT AVE,467109
335,1.301912374,103.8883394,110E,ARTHUR RD,439822
336,1.282085597,103.8475017,111,AMOY ST,69931
337,1.311295046,103.8997002,111,CARPMAEL RD,429849
338,1.299721915,103.8366225,111,DEVONSHIRE RD,239877
339,1.396677886,103.9065791,111,EDGEFIELD PLAINS,820111
340,1.305058798,103.8392358,111,EMERALD HILL RD,229391
341,1.359942814,103.8807834,111,HIGHLAND RD,545017
342,1.310331563,103.861715,111,KING GEORGE'S AVE,208559
343,1.326768887,103.8378606,111B,WHITLEY RD,297838
344,1.321948299,103.7977596,112,CORONATION RD WEST,266317
345,1.396245169,103.9070873,112,EDGEFIELD PLAINS,820112
346,1.335224415,103.7994713,112,ENG NEO AVE,289569
347,1.305206499,103.9050448,112,EAST COAST RD,428802
348,1.327385547,103.6429359,112,PIONEER RD,639593
349,1.35765508,103.88736,112,SURIN AVE,535684
350,1.270749214,103.8132748,112,WISHART RD,98743
351,1.311269092,103.901763,112E,TEMBELING RD,423608
352,1.33036165,103.935081,113,BEDOK NTH ST 2,460113
353,1.359979644,103.8808219,113,HIGHLAND RD,545016
354,1.310897668,103.800245,113,HOLLAND RD,278556
355,1.329995089,103.8187182,113,UNIVERSITY RD,297909
356,1.330505213,103.9358169,114,BEDOK NTH ST 2,460114
357,1.395799718,103.9075556,114,EDGEFIELD PLAINS,820114
358,1.39029655,103.8352266,114,LENTOR ST,786824
359,1.313951409,103.9127636,114,LOR J TELOK KURAU,425944
360,1.307547614,103.8561892,114,ROWELL RD,208036
361,1.319791443,103.9407611,114,SENNETT AVE,467113
362,1.404145217,103.8219873,114,SPRINGSIDE AVE,786501
363,1.347328555,103.8850698,114,TAI KENG GDNS,535395
364,1.270842397,103.8131278,114,WISHART RD,98744
365,1.395128547,103.9072584,115,EDGEFIELD PLAINS,820115
366,1.326846477,103.9117389,115,LENGKONG DUA,417749
367,1.313910695,103.8985426,115,ONAN RD,424528
368,1.386151603,103.8718875,115,SELETAR HILLS DR,807131
369,1.311071465,103.8998575,115A,CARPMAEL RD,429857
370,1.238571247,103.8326552,116,COVE DR,98226
371,1.39541568,103.9069122,116,EDGEFIELD PLAINS,820116
372,1.335314774,103.7992056,116,ENG NEO AVE,289571
373,1.306633058,103.8473396,116,MACKENZIE RD,228710
374,1.319903798,103.9408645,116,SENNETT AVE,467115
375,1.385920641,103.8569848,116,SUNRISE AVE,806729
376,1.271001005,103.8128817,116A,WISHART RD,98747
377,1.284301055,103.8219072,117,BT MERAH VIEW,151117
378,1.361578675,103.8661727,117,CHUAN DR,554577
379,1.322451435,103.7980578,117,CORONATION RD WEST,269393
380,1.299726695,103.8364881,117,DEVONSHIRE RD,239880
381,1.395787352,103.9066178,117,EDGEFIELD PLAINS,820117
382,1.312608268,103.9170842,117,GREENFIELD DR,457981
383,1.335096949,103.7230732,117,HO CHING RD,610117
384,1.313847481,103.8986654,117,ONAN RD,424529
385,1.33538116,103.7229066,118,CORPORATION DR,610118
386,1.396207066,103.9061471,118,EDGEFIELD PLAINS,820118
387,1.310456888,103.9040814,118,EVERITT RD,428642
388,1.313627506,103.9035439,118,JOO CHIAT PL,427845
389,1.313841901,103.8990261,118,JOO CHIAT RD,427407
390,1.456952,103.8317,118,KING'S AVE,758822
391,1.336925549,103.7674947,118A,LOR KISMIS,598105
392,1.238146218,103.8332769,119,COVE DR,98101
393,1.311332093,103.7998992,119,HOLLAND RD,278563
394,1.313650843,103.899543,119,JOO CHIAT RD,427408
395,1.314091762,103.8442333,119,KENG LEE RD,308405
396,1.314484365,103.798504,11A,BELMONT RD,269858
397,1.362154956,103.8697513,11A,BRIGHTON CRES,559155
398,1.357985106,103.8777652,11A,EE TEOW LENG RD,549629
399,1.338250969,103.9552937,11A,JLN ANGIN LAUT,489185
400,1.322473135,103.9163896,11A,JLN SENANG,418296
401,1.322710437,103.7969156,11A,JLN SIANTAN,268251
402,1.31440565,103.9276311,11A,JLN ULU SIGLAP,457141
403,1.327711014,103.9133904,11A,LENGKONG LIMA,417547
404,1.322568667,103.7921034,11A,LIM TAI SEE WALK,267775
405,1.317962145,103.9099474,11A,LOR 110 CHANGI,426367
406,1.322075529,103.8358723,11A,MOUNT ROSIE RD,308048
407,1.327965346,103.7992911,11A,SECOND AVE,266662
408,1.310485203,103.9092681,11B,LOR M TELOK KURAU,425297
409,1.330167293,103.8700793,11B,PUAY HEE AVE,347480
410,1.362941764,103.8754583,11B,ROSYTH RD,546150
411,1.362081147,103.877975,11B,SANDILANDS RD,546076
412,1.361106755,103.8809046,11C,RICHARDS PL,546330
413,1.36293884,103.8755192,11C,ROSYTH RD,544890
414,1.31191077,103.8320221,11C,STEVENS RD,257826
415,1.281246074,103.845452,12,ANN SIANG RD,69692
416,1.321103101,103.9369002,12,BEDOK STH AVE 2,460012
417,1.30259668,103.8956489,12,BOURNEMOUTH RD,436592
418,1.296001186,103.8238939,12,CABLE RD,249890
419,1.331448153,103.9521335,12,CHANGI STH LANE,486353
420,1.332411244,103.7920615,12,CHERRY AVE,279864
421,1.335474642,103.7141745,12,CHIN BEE DR,619868
422,1.311181219,103.9183034,12,COLDSTREAM AVE,459599
423,1.322596013,103.8117054,12,DUKE'S RD,268894
424,1.345849417,103.861248,12,DUNSFOLD DR,359375
425,1.322217699,103.9041516,12,EUNOS CRES,400012
426,1.31267274,103.893279,12,GRAY LANE,438945
427,1.41577621,103.7577784,12,JLN DINDING,739829
428,1.316752365,103.7944475,12,JLN HARUM,268485
429,1.31649126,103.7607763,12,JLN LEMPENG,128798
430,1.309043639,103.7987857,12,JLN PUTEH JERNEH,278035
431,1.329274711,103.9075755,12,JLN RIMAU,418709
432,1.324114279,103.8189579,12,JLN TEMPUA,298978
433,1.359273522,103.8778157,12,JANSEN RD,548397
434,1.305342691,103.7655435,12,JUBILEE RD,128541
435,1.320484694,103.9475417,12,KEW AVE,466303
436,1.319596341,103.9507741,12,KEW CRES,466225
437,1.319341788,103.9530265,12,KEW DR,467955
438,1.333158261,103.6923256,12,KIAN TECK CRES,628879
439,1.31361851,103.7978278,12,LEEDON RD,267863
440,1.327776976,103.9137921,12,LENGKONG LIMA,417548
441,1.322539438,103.9516054,12,LIMAU GROVE,467814
442,1.33790637,103.8198404,12,LORNIE RD,298695
443,1.326339965,103.871573,12,LOR BAKAR BATU,348745
444,1.327730869,103.8843617,12,MERPATI RD,370012
445,1.344709037,103.8613303,12,MUSWELL HILL,358429
446,1.241011125,103.8356263,12,PEARL ISLAND,98107
447,1.323377483,103.8513743,12,PEGU RD,328365
448,1.322205691,103.8104933,12,QUEEN'S RD,266743
449,1.313601407,103.9047872,12,RAMBUTAN RD,424288
450,1.301177742,103.8893575,12,RINGWOOD RD,437408
451,1.318066268,103.8266875,12,ROBIN CL,258293
452,1.310663745,103.8930197,12,ROSE LANE,437373
453,1.336302105,103.8197089,12,SIME RD,288287
454,1.397352443,103.8205479,12,SPRINGLEAF VIEW,787918
455,1.308197684,103.9068992,12,STANGEE PL,424075
456,1.326474334,103.7679661,12,SUNSET HTS,597399
457,1.40383798,103.8693189,12,SUSSEX GARDEN,797919
458,1.347480953,103.885361,12,TAI KENG AVE,535496
459,1.337101945,103.8906557,12,TAI SENG LINK,534233
460,1.377223021,103.8314422,12,THOMSON HTS,574841
461,1.319401726,103.6600646,12,TUAS RD,638486
462,1.30929797,103.6292853,12,TUAS STH ST 2,638039
463,1.324349161,103.714711,12,TUKANG INNOVATION DR,618303
464,1.28855877,103.8480974,12,UPP CIRCULAR RD,58410
465,1.305346673,103.8861869,12,WIMBORNE RD,436641
466,1.448233588,103.8058018,12,WOODLANDS LOOP,738283
467,1.2765737,103.8419983,12,YAN KIT RD,88264
468,1.303497681,103.8867701,120,BRANKSOME RD,439635
469,1.321670793,103.7982765,120,CORONATION RD WEST,269344
470,1.279076465,103.8486839,120,ROBINSON RD,68913
471,1.31627846,103.8738512,1208,UPP BOON KENG RD,387312
472,1.334536599,103.9444891,120A,JLN PARI BURONG,488764
473,1.359498824,103.9757908,120G,TANAH MERAH BESAR LANE,498928
